,Flight,Time,Length,Airline,AirportFrom,AirportTo,DayOfWeek,Class
356846,1525.0,590.0,260.0,WN,BNA,LAS,3,1
356848,2984.0,480.0,65.0,WN,LAX,SJC,4,1
356854,1332.0,835.0,120.0,WN,PHX,OKC,1,1
356857,357.0,730.0,110.0,WN,BHM,BWI,5,1
356858,1599.0,910.0,75.0,WN,STL,BHM,3,1
356867,984.0,975.0,245.0,WN,MCI,PDX,6,1
356869,3575.0,1030.0,105.0,WN,BNA,MCI,2,1
356874,27.0,1015.0,125.0,WN,ECP,BWI,1,1
356875,998.0,585.0,245.0,WN,OAK,MDW,3,1
356876,1167.0,1020.0,205.0,WN,DEN,TPA,1,1
356878,1042.0,900.0,75.0,WN,OAK,LAX,2,1
356881,738.0,905.0,90.0,WN,BNA,MDW,3,1
356885,268.0,825.0,65.0,WN,SNA,LAS,2,1
356889,956.0,1035.0,280.0,WN,FLL,DEN,7,1
356903,3245.0,800.0,85.0,WN,LAS,SJC,6,1
356907,1943.0,885.0,155.0,WN,MCO,STL,4,1
356909,1709.0,1070.0,75.0,WN,OAK,LAX,5,1
356912,257.0,1055.0,45.0,WN,HOU,AUS,3,1
356914,546.0,1005.0,60.0,WN,SEA,GEG,3,1
356918,1065.0,750.0,180.0,WN,BNA,DEN,3,1
356921,509.0,430.0,90.0,WN,MDW,MSP,5,1
356926,3143.0,585.0,210.0,WN,HOU,SAN,3,1
356927,1846.0,915.0,130.0,WN,ONT,DEN,7,1
356930,2284.0,480.0,90.0,WN,LAS,OAK,6,1
356933,2016.0,1190.0,65.0,WN,BWI,BDL,4,1
356936,2549.0,910.0,135.0,WN,LAX,DEN,4,1
356938,1894.0,965.0,280.0,WN,MDW,SEA,6,1
356939,2740.0,685.0,75.0,WN,LAS,TUS,6,1
356940,1043.0,955.0,75.0,WN,CLE,BWI,7,1
356942,1405.0,730.0,140.0,WN,PHL,MDW,6,1
356943,821.0,575.0,275.0,WN,LAS,FLL,2,1
356947,3256.0,715.0,110.0,WN,LAS,BOI,2,1
356948,2006.0,620.0,140.0,WN,TPA,PIT,3,1
356950,949.0,920.0,65.0,WN,OAK,BUR,1,1
356954,1099.0,645.0,200.0,WN,OAK,MCI,7,1
356955,973.0,635.0,145.0,WN,DEN,BNA,7,1
356956,1115.0,680.0,135.0,WN,MSP,DEN,1,1
356957,1005.0,785.0,180.0,WN,FLL,STL,6,1
356966,834.0,720.0,90.0,WN,STL,DTW,6,1
356967,2617.0,1170.0,130.0,WN,DEN,SAT,4,1
356970,4.0,575.0,80.0,WN,ELP,PHX,3,1
356972,2191.0,660.0,85.0,WN,SFO,SAN,6,1
356978,944.0,995.0,145.0,WN,MAF,LAS,5,1
356979,1072.0,795.0,165.0,WN,SEA,ABQ,2,1
356980,510.0,835.0,70.0,WN,SMF,BUR,2,1
356986,234.0,1020.0,80.0,WN,MAF,HOU,7,1
356987,235.0,500.0,55.0,WN,DAL,AUS,7,1
356995,313.0,1095.0,75.0,WN,CLE,MDW,1,1
356999,807.0,435.0,75.0,WN,ONT,OAK,6,1
357001,2010.0,980.0,80.0,WN,SAN,SJC,2,1
357009,611.0,810.0,75.0,WN,PHX,SNA,5,1
357010,1555.0,960.0,165.0,WN,TPA,MDW,5,1
357013,3658.0,1125.0,125.0,WN,ORF,MCO,3,1
357018,1636.0,525.0,165.0,WN,OKC,BWI,3,1
357021,1268.0,1140.0,65.0,WN,LAS,SAN,1,1
357025,1175.0,405.0,105.0,WN,SNA,OAK,5,1
357026,289.0,435.0,130.0,WN,PHX,SFO,1,1
357027,1110.0,1060.0,115.0,WN,ABQ,HOU,6,1
357028,1109.0,995.0,140.0,WN,LAS,PDX,1,1
357030,134.0,630.0,210.0,WN,DEN,TPA,2,1
357032,414.0,805.0,145.0,WN,BWI,STL,1,1
357035,3920.0,635.0,100.0,WN,STL,OKC,3,1
357045,1215.0,535.0,65.0,WN,LAS,SAN,3,1
357049,582.0,1090.0,65.0,WN,GEG,SEA,1,1
357053,1099.0,990.0,55.0,WN,MCI,STL,4,1
357056,153.0,905.0,95.0,WN,IND,BWI,4,1
357059,1607.0,1175.0,170.0,WN,DEN,OAK,6,1
357074,1273.0,1125.0,125.0,WN,PHX,SFO,7,1
357076,1503.0,1135.0,180.0,WN,IND,DEN,2,1
357090,903.0,445.0,225.0,WN,OAK,HOU,1,1
357095,1097.0,1125.0,85.0,WN,PHX,BUR,1,1
357097,899.0,660.0,90.0,WN,LAS,OAK,1,1
357099,1256.0,1135.0,105.0,WN,BOI,OAK,4,1
357102,2720.0,1290.0,80.0,WN,LAX,SMF,1,1
357103,389.0,900.0,80.0,WN,BNA,RDU,3,1
357109,24.0,1015.0,120.0,WN,MKE,BWI,5,1
357119,522.0,1155.0,105.0,WN,BNA,MCO,7,1
357121,1082.0,805.0,180.0,WN,SAN,HOU,7,1
357122,997.0,485.0,70.0,WN,SAN,PHX,1,1
357123,3575.0,1030.0,105.0,WN,BNA,MCI,3,1
357128,2181.0,780.0,95.0,WN,SEA,RNO,2,1
357138,2017.0,1090.0,105.0,WN,BOS,PHL,3,1
357139,334.0,1240.0,110.0,WN,SMF,PHX,5,1
357140,1241.0,690.0,80.0,WN,SAN,SJC,5,1
357144,40.0,770.0,75.0,WN,MCO,ECP,5,1
357145,3137.0,945.0,80.0,WN,SMF,LAS,3,1
357155,2987.0,715.0,75.0,WN,BWI,MHT,4,1
357158,2012.0,1195.0,135.0,WN,HOU,FLL,4,1
357162,1386.0,915.0,85.0,WN,PHX,LAX,1,1
357163,1381.0,790.0,65.0,WN,DTW,MDW,5,1
357164,3222.0,1130.0,70.0,WN,SDF,STL,1,1
357167,793.0,660.0,120.0,WN,MDW,JAN,1,1
357169,517.0,1050.0,125.0,WN,PHX,OAK,5,1
357172,1400.0,375.0,145.0,WN,DEN,MDW,1,1
357177,825.0,950.0,70.0,WN,DAL,MAF,1,1
357178,518.0,920.0,75.0,WN,PHL,BOS,3,1
357182,2617.0,1170.0,130.0,WN,DEN,SAT,2,1
357183,1232.0,425.0,185.0,WN,ISP,TPA,4,1
357184,752.0,1020.0,195.0,WN,DEN,RDU,4,1
357187,3763.0,725.0,200.0,WN,DEN,BWI,3,1
357189,3655.0,770.0,85.0,WN,SFO,SNA,3,1
357193,1167.0,780.0,145.0,WN,PDX,DEN,7,1
357195,378.0,1105.0,90.0,WN,DAL,BHM,7,1
357198,41.0,1080.0,185.0,WN,HOU,PHL,3,1
357201,2530.0,605.0,70.0,WN,BWI,PVD,5,1
357212,1249.0,980.0,175.0,WN,ISP,MCO,4,1
357223,1633.0,545.0,200.0,WN,TUS,MDW,3,1
357225,443.0,680.0,110.0,WN,BWI,IND,7,1
357230,3854.0,685.0,175.0,WN,PHX,STL,5,1
357231,1023.0,965.0,185.0,WN,AUS,BWI,3,1
357232,1082.0,545.0,145.0,WN,HOU,MDW,7,1
357236,729.0,635.0,85.0,WN,OAK,SNA,1,1
357237,1071.0,995.0,80.0,WN,LAX,TUS,2,1
357243,437.0,640.0,65.0,WN,BWI,BUF,5,1
357244,853.0,420.0,65.0,WN,OAK,BUR,2,1
357245,844.0,450.0,60.0,WN,SAT,DAL,3,1
357246,1466.0,1055.0,80.0,WN,BHM,TPA,1,1
357250,807.0,715.0,65.0,WN,BOI,GEG,1,1
357253,1434.0,1145.0,260.0,WN,HOU,OAK,5,1
357255,2031.0,875.0,80.0,WN,LAS,ABQ,3,1
357260,1699.0,1170.0,95.0,WN,LAS,SFO,6,1
357266,570.0,1140.0,95.0,WN,LAS,SFO,5,1
357268,1172.0,1140.0,70.0,WN,PHX,SNA,5,1
357269,236.0,950.0,185.0,WN,MCO,MCI,7,1
357272,3603.0,705.0,65.0,WN,PHX,ELP,5,1
357274,2732.0,380.0,120.0,WN,STL,BWI,7,1
357276,1307.0,480.0,90.0,WN,SMF,SNA,4,1
357277,237.0,1140.0,160.0,WN,BWI,FLL,4,1
357279,1046.0,785.0,70.0,WN,PHX,SAN,5,1
357280,857.0,715.0,60.0,WN,BWI,ISP,4,1
357283,1101.0,1115.0,70.0,WN,BUR,OAK,3,1
357284,621.0,1110.0,250.0,WN,MDW,LAS,5,1
357288,3223.0,930.0,165.0,WN,PHL,PBI,4,1
357297,340.0,890.0,70.0,WN,SNA,PHX,1,1
357304,1065.0,750.0,180.0,WN,BNA,DEN,4,1
357312,681.0,1110.0,125.0,WN,BWI,BNA,1,1
357315,586.0,495.0,75.0,WN,SMF,ONT,5,1
357317,921.0,1140.0,165.0,WN,BWI,RSW,3,1
357328,187.0,570.0,250.0,WN,PHX,FLL,1,1
357338,1461.0,450.0,95.0,WN,LAS,SFO,3,1
357347,863.0,700.0,205.0,WN,OAK,AUS,1,1
357352,461.0,420.0,105.0,WN,ORF,JAX,3,1
357355,1964.0,1140.0,65.0,WN,LAS,SAN,7,1
357363,1309.0,550.0,110.0,WN,MCO,MSY,5,1
357365,825.0,420.0,75.0,WN,BWI,MHT,5,1
357372,500.0,530.0,180.0,WN,SAN,HOU,7,1
357373,542.0,420.0,80.0,WN,MDW,PIT,4,1
357378,1053.0,570.0,75.0,WN,STL,OMA,3,1
357379,352.0,720.0,175.0,WN,RSW,MDW,6,1
357386,393.0,1090.0,70.0,WN,BOI,RNO,5,1
357389,1180.0,1215.0,90.0,WN,ABQ,DAL,4,1
357390,782.0,1145.0,80.0,WN,DTW,MDW,3,1
357391,1217.0,890.0,120.0,WN,HOU,TPA,1,1
357398,2855.0,785.0,120.0,WN,LAS,LBB,3,1
357399,578.0,1050.0,80.0,WN,SMF,LAX,7,1
357400,755.0,990.0,65.0,WN,DAL,SAT,2,1
357402,412.0,1285.0,75.0,WN,LAX,OAK,7,1
357403,3588.0,855.0,65.0,WN,LAS,SAN,7,1
357405,831.0,380.0,135.0,WN,PHL,MDW,1,1
357408,31.0,750.0,65.0,WN,LBB,DAL,5,1
357409,2610.0,920.0,75.0,WN,SJC,SAN,2,1
357412,869.0,450.0,70.0,WN,DAL,AMA,2,1
357415,755.0,610.0,60.0,WN,BWI,PIT,1,1
357417,1642.0,495.0,105.0,WN,ELP,HOU,2,1
357420,360.0,995.0,100.0,WN,LAS,ELP,3,1
357421,1027.0,840.0,235.0,WN,MKE,PHX,4,1
357427,3221.0,1245.0,60.0,WN,STL,MDW,7,1
357434,823.0,1010.0,170.0,WN,BOS,MDW,1,1
357435,917.0,420.0,80.0,WN,LAX,RNO,1,1
357436,1131.0,1085.0,70.0,WN,SJC,LAX,7,1
357441,39.0,870.0,65.0,WN,MAF,DAL,1,1
357442,3408.0,965.0,80.0,WN,BUR,SMF,5,1
357446,132.0,600.0,65.0,WN,DAL,HOU,7,1
357449,351.0,755.0,135.0,WN,SAN,DEN,4,1
357450,42.0,1170.0,155.0,WN,ABQ,OAK,4,1
357451,1062.0,1265.0,75.0,WN,STL,OMA,1,1
357469,429.0,990.0,145.0,WN,DEN,MDW,3,1
357475,575.0,660.0,70.0,WN,MCI,OKC,6,1
357484,2963.0,705.0,85.0,WN,SFO,SAN,4,1
357487,2627.0,625.0,85.0,WN,PHL,RDU,6,1
357488,1392.0,400.0,165.0,WN,ABQ,MDW,3,1
357489,2647.0,1020.0,160.0,WN,ISP,MDW,4,1
357490,1142.0,715.0,80.0,WN,BWI,BOS,1,1
357494,912.0,1185.0,155.0,WN,MCO,PVD,3,1
357495,1168.0,1025.0,320.0,WN,RDU,LAS,6,1
357499,213.0,745.0,180.0,WN,ISP,PBI,7,1
357502,830.0,1285.0,80.0,WN,SNA,OAK,1,1
357505,754.0,1095.0,195.0,WN,LAS,MSY,7,1
357510,2982.0,1000.0,145.0,WN,BWI,STL,1,1
357517,2774.0,675.0,185.0,WN,MDW,SAT,5,1
357518,3116.0,605.0,80.0,WN,LAX,SMF,6,1
357519,514.0,780.0,75.0,WN,LAS,SLC,4,1
357526,1847.0,775.0,105.0,WN,TPA,RDU,1,1
357529,1294.0,1130.0,95.0,WN,PHX,SLC,3,1
357531,511.0,985.0,140.0,WN,MDW,BOS,4,1
357535,246.0,680.0,75.0,WN,SFO,LAX,2,1
357540,1664.0,730.0,70.0,WN,SJC,LAX,3,1
357542,1435.0,790.0,55.0,WN,MDW,IND,3,1
357543,268.0,825.0,65.0,WN,SNA,LAS,7,1
357550,450.0,1045.0,75.0,WN,SMF,ONT,5,1
357555,2469.0,1090.0,60.0,WN,BWI,ISP,2,1
357557,151.0,925.0,70.0,WN,SAN,PHX,4,1
357564,734.0,1135.0,160.0,WN,MDW,TPA,1,1
357565,940.0,790.0,60.0,WN,PIT,BWI,2,1
357571,1931.0,885.0,160.0,WN,PHL,STL,1,1
357572,237.0,565.0,80.0,WN,RNO,SLC,4,1
357577,1047.0,1140.0,55.0,WN,LAS,ONT,3,1
357585,1984.0,605.0,295.0,WN,MDW,OAK,5,1
357587,1079.0,715.0,115.0,WN,RDU,TPA,3,1
357592,334.0,1240.0,110.0,WN,SMF,PHX,2,1
357596,202.0,795.0,85.0,WN,SFO,SNA,7,1
357598,401.0,780.0,110.0,WN,MDW,BWI,5,1
357603,1420.0,1215.0,65.0,WN,ONT,SJC,5,1
357606,1678.0,905.0,70.0,WN,SJC,ONT,2,1
357609,1824.0,705.0,90.0,WN,MDW,MSP,1,1
357610,762.0,425.0,115.0,WN,OAK,PHX,2,1
357612,2529.0,590.0,75.0,WN,LAX,PHX,5,1
357618,140.0,1245.0,60.0,WN,SJC,BUR,7,1
357626,1309.0,550.0,110.0,WN,MCO,MSY,2,1
357628,1132.0,410.0,160.0,WN,AUS,PHX,2,1
357629,846.0,1175.0,85.0,WN,SMF,SNA,1,1
357631,3408.0,965.0,80.0,WN,BUR,SMF,3,1
357642,327.0,1230.0,110.0,WN,MDW,IAD,5,1
357653,1506.0,690.0,60.0,WN,STL,MDW,6,1
357657,11.0,570.0,60.0,WN,DAL,HOU,1,1
357660,795.0,980.0,70.0,WN,MCI,OKC,3,1
357662,853.0,610.0,105.0,WN,LAS,SFO,4,1
357670,685.0,375.0,70.0,WN,OMA,STL,1,1
357676,569.0,595.0,250.0,WN,LAS,TPA,7,1
357679,431.0,775.0,360.0,WN,MHT,PHX,3,1
357688,1681.0,530.0,280.0,WN,MDW,PDX,4,1
357693,3147.0,750.0,250.0,WN,SLC,BWI,4,1
357700,2605.0,450.0,100.0,WN,SAN,SFO,5,1
357702,3242.0,1125.0,180.0,WN,ISP,PBI,3,1
357718,174.0,1020.0,230.0,WN,DEN,FLL,5,1
357727,2020.0,1085.0,75.0,WN,BOI,PDX,3,1
357728,998.0,585.0,245.0,WN,OAK,MDW,4,1
357732,3067.0,1135.0,90.0,WN,MDW,MCI,2,1
357737,2210.0,420.0,60.0,WN,SEA,GEG,5,1
357741,3485.0,465.0,110.0,WN,BNA,MCO,1,1
357742,18.0,1055.0,135.0,WN,TPA,CMH,6,1
357744,1065.0,660.0,120.0,WN,BWI,BNA,7,1
357747,2532.0,980.0,105.0,WN,PHX,DEN,4,1
357748,613.0,790.0,75.0,WN,SJC,SAN,1,1
357752,1323.0,635.0,65.0,WN,OAK,BUR,5,1
357767,2009.0,985.0,160.0,WN,PHL,MCO,6,1
357774,2904.0,1185.0,75.0,WN,LAX,SFO,2,1
357775,858.0,1255.0,250.0,WN,MDW,LAS,3,1
357776,1089.0,640.0,80.0,WN,LAS,SLC,4,1
357784,1778.0,1030.0,175.0,WN,BUF,TPA,6,1
357785,166.0,770.0,75.0,WN,LAX,SFO,5,1
357787,3054.0,480.0,150.0,WN,FLL,BWI,5,1
357792,796.0,980.0,85.0,WN,OAK,LAS,7,1
357796,2377.0,590.0,155.0,WN,STL,BOS,1,1
357800,339.0,845.0,155.0,WN,LAS,TUL,7,1
357802,3771.0,1110.0,65.0,WN,PHX,ELP,3,1
357803,2633.0,770.0,90.0,WN,SAN,SFO,7,1
357805,2387.0,540.0,130.0,WN,MDW,ISP,4,1
357806,1945.0,675.0,95.0,WN,DAL,STL,3,1
357808,2261.0,1100.0,95.0,WN,SAN,SMF,5,1
357815,539.0,1205.0,70.0,WN,MDW,CMH,2,1
357816,1015.0,820.0,190.0,WN,PVD,MCO,5,1
357817,3854.0,685.0,175.0,WN,PHX,STL,3,1
357826,2807.0,515.0,140.0,WN,DEN,ONT,2,1
357828,1222.0,1025.0,70.0,WN,SMF,BUR,4,1
357829,884.0,1125.0,165.0,WN,TPA,BDL,4,1
357830,807.0,1100.0,150.0,WN,PHL,MDW,4,1
357835,700.0,1185.0,65.0,WN,BUR,SJC,5,1
357841,597.0,1000.0,75.0,WN,BWI,CLE,5,1
357847,2335.0,630.0,135.0,WN,LGA,MDW,5,1
357849,139.0,710.0,75.0,WN,LGA,BWI,5,1
357850,1715.0,1195.0,55.0,WN,AUS,DAL,2,1
357853,1751.0,920.0,65.0,WN,OKC,MCI,1,1
357859,293.0,995.0,85.0,WN,SAN,OAK,4,1
357866,3411.0,550.0,185.0,WN,MCO,MCI,7,1
357867,359.0,1145.0,80.0,WN,SNA,SFO,4,1
357873,1356.0,1060.0,100.0,WN,PIT,MDW,4,1
357874,1791.0,1055.0,85.0,WN,OMA,MDW,3,1
357875,660.0,900.0,85.0,WN,SLC,DEN,5,1
357878,528.0,1035.0,95.0,WN,IND,BWI,3,1
357880,1533.0,1085.0,55.0,WN,ABQ,ELP,5,1
357882,2712.0,1145.0,285.0,WN,MDW,SEA,4,1
357883,8.0,775.0,80.0,WN,LAS,SJC,1,1
357885,48.0,955.0,155.0,WN,MCO,HOU,3,1
357888,1956.0,1245.0,120.0,WN,PHX,SMF,1,1
357893,771.0,970.0,95.0,WN,LAS,OAK,2,1
357894,3854.0,685.0,175.0,WN,PHX,STL,4,1
357895,3949.0,580.0,145.0,WN,FLL,BNA,7,1
357897,1327.0,605.0,360.0,WN,BWI,SAN,5,1
357907,294.0,695.0,80.0,WN,OMA,MDW,4,1
357917,492.0,740.0,95.0,WN,SAN,SMF,3,1
357919,2108.0,1080.0,125.0,WN,SLC,PDX,5,1
357925,29.0,895.0,50.0,WN,HOU,CRP,3,1
357929,2175.0,950.0,70.0,WN,LAX,OAK,1,1
357930,3328.0,495.0,110.0,WN,STL,DAL,3,1
357932,553.0,985.0,125.0,WN,MDW,BDL,4,1
357936,2938.0,990.0,170.0,WN,MCO,MDW,6,1
357937,1812.0,425.0,90.0,WN,MCI,MDW,1,1
357943,2217.0,680.0,135.0,WN,STL,PHL,6,1
357944,232.0,440.0,85.0,WN,BUR,PHX,3,1
357946,1003.0,1135.0,70.0,WN,ABQ,TUS,1,1
357948,3511.0,1080.0,135.0,WN,SLC,SEA,2,1
357955,823.0,790.0,110.0,WN,SMF,SEA,4,1
357957,244.0,880.0,280.0,WN,MDW,LAX,4,1
357961,3075.0,1190.0,100.0,WN,SLC,PHX,1,1
357962,430.0,1110.0,65.0,WN,LAX,SJC,1,1
357963,252.0,1185.0,65.0,WN,ONT,SJC,3,1
357967,2112.0,1080.0,140.0,WN,LAX,DEN,1,1
357968,52.0,1010.0,160.0,WN,MCO,HOU,3,1
357986,414.0,925.0,225.0,WN,STL,LAS,7,1
357988,978.0,705.0,280.0,WN,MDW,LAX,4,1
358001,915.0,1120.0,90.0,WN,CMH,STL,3,1
358007,623.0,465.0,100.0,WN,DAL,STL,6,1
358009,102.0,985.0,100.0,WN,SAN,ABQ,1,1
358010,729.0,890.0,65.0,WN,BUR,SJC,2,1
358014,28.0,565.0,245.0,WN,PHL,HOU,7,1
358015,3050.0,820.0,95.0,WN,SAN,SMF,5,1
358022,2725.0,545.0,85.0,WN,SFO,SAN,3,1
358025,1052.0,865.0,85.0,WN,SJC,LAS,2,1
358039,1458.0,1205.0,70.0,WN,HOU,JAN,5,1
358044,506.0,980.0,155.0,WN,LAS,SAT,5,1
358047,546.0,1005.0,60.0,WN,SEA,GEG,7,1
358062,791.0,1090.0,85.0,WN,PHX,LAX,5,1
358063,2561.0,1245.0,65.0,WN,BWI,ISP,4,1
358071,885.0,520.0,80.0,WN,SMF,LAX,5,1
358072,198.0,840.0,165.0,WN,TPA,MKE,4,1
358073,1839.0,485.0,245.0,WN,MDW,PHX,1,1
358075,767.0,635.0,65.0,WN,STL,LIT,1,1
358076,2885.0,1315.0,120.0,WN,DEN,PHX,2,1
358083,2753.0,1170.0,70.0,WN,PHX,SNA,5,1
358085,3398.0,470.0,155.0,WN,BWI,TPA,4,1
358090,2349.0,530.0,300.0,WN,MDW,OAK,7,1
358094,577.0,770.0,75.0,WN,ABQ,PHX,2,1
358097,562.0,1220.0,75.0,WN,OAK,LAX,5,1
358100,2264.0,870.0,180.0,WN,FLL,STL,3,1
358111,1326.0,530.0,275.0,WN,MDW,LAX,1,1
358113,1328.0,1290.0,155.0,WN,DEN,LAX,4,1
358115,2992.0,430.0,250.0,WN,SFO,MDW,4,1
358117,238.0,780.0,145.0,WN,DEN,SAN,5,1
358123,2278.0,370.0,80.0,WN,LAX,OAK,4,1
358131,1634.0,385.0,90.0,WN,BUF,BWI,4,1
358132,1224.0,1200.0,140.0,WN,TPA,PIT,3,1
358134,2469.0,985.0,75.0,WN,CLE,BWI,1,1
358139,1264.0,475.0,60.0,WN,BUR,LAS,4,1
358140,739.0,1115.0,320.0,WN,BWI,PHX,4,1
358142,500.0,530.0,180.0,WN,SAN,HOU,5,1
358145,489.0,950.0,55.0,WN,MCO,FLL,2,1
358158,220.0,1295.0,60.0,WN,LAS,SAN,5,1
358163,1727.0,860.0,180.0,WN,FLL,STL,4,1
358164,533.0,520.0,75.0,WN,LAS,RNO,1,1
358166,903.0,1015.0,85.0,WN,MCI,MDW,1,1
358174,126.0,630.0,125.0,WN,DEN,AUS,3,1
358175,1642.0,1020.0,80.0,WN,SAN,SJC,5,1
358182,3586.0,975.0,360.0,WN,BWI,SAN,2,1
358190,1634.0,1115.0,55.0,WN,HOU,SAT,6,1
358192,270.0,665.0,180.0,WN,LAS,HOU,7,1
358198,1228.0,905.0,50.0,WN,BWI,ORF,2,1
358199,488.0,945.0,75.0,WN,LAX,OAK,5,1
358206,132.0,1185.0,75.0,WN,LAX,PHX,2,1
358215,1782.0,800.0,70.0,WN,OAK,ONT,6,1
358220,996.0,1250.0,95.0,WN,DAL,STL,2,1
358222,983.0,1185.0,115.0,WN,DAL,ABQ,1,1
358225,1621.0,1155.0,60.0,WN,ABQ,MAF,6,1
358228,2004.0,745.0,160.0,WN,MDW,DEN,4,1
358235,1339.0,840.0,65.0,WN,LAS,BUR,1,1
358240,2092.0,600.0,60.0,WN,MCI,STL,4,1
358244,2108.0,965.0,105.0,WN,BNA,TPA,7,1
358252,475.0,590.0,135.0,WN,STL,TPA,7,1
358261,2539.0,845.0,160.0,WN,PHL,MCO,2,1
358264,2316.0,920.0,170.0,WN,FLL,ISP,6,1
358266,925.0,1140.0,120.0,WN,DEN,MSP,2,1
358268,1084.0,590.0,165.0,WN,SEA,ABQ,1,1
358272,2580.0,485.0,130.0,WN,SJC,SEA,6,1
358274,1440.0,910.0,300.0,WN,MDW,OAK,4,1
358277,1155.0,775.0,85.0,WN,MCI,BNA,3,1
358281,547.0,845.0,150.0,WN,BWI,PBI,1,1
358284,3149.0,1280.0,105.0,WN,SJC,PHX,5,1
358290,2099.0,905.0,65.0,WN,MAF,DAL,3,1
358291,2308.0,1015.0,85.0,WN,MDW,BUF,5,1
358300,2810.0,500.0,80.0,WN,BUR,SMF,2,1
358301,1400.0,1180.0,145.0,WN,BWI,STL,3,1
358303,1458.0,815.0,160.0,WN,LAS,SAT,3,1
358304,479.0,1200.0,70.0,WN,DAL,AMA,4,1
358305,200.0,725.0,135.0,WN,PHX,AUS,4,1
358307,162.0,505.0,65.0,WN,LAS,SAN,2,1
358312,3744.0,415.0,195.0,WN,FLL,MDW,3,1
358315,2175.0,775.0,260.0,WN,MSY,LAX,5,1
358318,952.0,1155.0,205.0,WN,LAS,MDW,1,1
358319,120.0,1150.0,80.0,WN,DTW,MDW,3,1
358325,3395.0,990.0,250.0,WN,LAS,TPA,2,1
358336,2795.0,970.0,120.0,WN,BWI,BNA,1,1
358345,736.0,1095.0,150.0,WN,HOU,MDW,4,1
358347,3069.0,1275.0,75.0,WN,SNA,SJC,4,1
358351,2406.0,635.0,80.0,WN,MDW,BNA,5,1
358355,225.0,945.0,165.0,WN,DEN,SFO,4,1
358358,1163.0,520.0,70.0,WN,SNA,LAS,3,1
358359,23.0,630.0,65.0,WN,AMA,DAL,1,1
358361,598.0,635.0,70.0,WN,GEG,PDX,3,1
358362,2319.0,470.0,160.0,WN,PBI,ISP,6,1
358364,1466.0,925.0,105.0,WN,MDW,BHM,3,1
358365,152.0,880.0,75.0,WN,SNA,SJC,4,1
358366,2220.0,1075.0,165.0,WN,TPA,MDW,6,1
358370,25.0,1005.0,135.0,WN,CMH,MCO,6,1
358377,2254.0,730.0,180.0,WN,SAT,LAS,7,1
358380,1475.0,450.0,70.0,WN,SMF,BUR,6,1
358381,2660.0,480.0,90.0,WN,TUS,LAX,1,1
358386,2557.0,365.0,65.0,WN,STL,MDW,2,1
358389,1836.0,1205.0,95.0,WN,BNA,ORF,4,1
358393,3949.0,900.0,160.0,WN,MDW,MCO,5,1
358395,255.0,390.0,135.0,WN,ONT,DEN,5,1
358397,1040.0,1045.0,70.0,WN,LAS,PHX,7,1
358400,1999.0,970.0,155.0,WN,FLL,BWI,1,1
358405,2010.0,755.0,210.0,WN,FLL,MCI,3,1
358406,519.0,770.0,50.0,WN,RSW,MCO,3,1
358407,2287.0,1145.0,85.0,WN,PHL,RDU,3,1
358413,3137.0,1060.0,185.0,WN,LAS,STL,1,1
358414,925.0,1140.0,120.0,WN,DEN,MSP,3,1
358415,1752.0,530.0,85.0,WN,SFO,SAN,4,1
358416,1340.0,785.0,165.0,WN,DEN,SJC,6,1
358419,339.0,405.0,100.0,WN,CLE,BNA,1,1
358420,1037.0,925.0,70.0,WN,SDF,BHM,3,1
358424,3024.0,990.0,145.0,WN,BWI,MCO,6,1
358431,3101.0,560.0,160.0,WN,PHL,STL,1,1
358432,2982.0,700.0,95.0,WN,BNA,DTW,1,1
358433,249.0,800.0,60.0,WN,SAT,DAL,2,1
358435,16.0,680.0,70.0,WN,DAL,AMA,5,1
358441,1122.0,390.0,245.0,WN,MDW,PHX,1,1
358446,2927.0,580.0,135.0,WN,TPA,CMH,4,1
358455,401.0,555.0,135.0,WN,LAX,DEN,4,1
358479,293.0,1115.0,125.0,WN,OAK,SEA,7,1
358482,1013.0,395.0,155.0,WN,PDX,PHX,2,1
358485,1241.0,655.0,70.0,WN,PHX,SAN,4,1
358489,765.0,720.0,75.0,WN,BUR,SMF,1,1
358491,3658.0,540.0,250.0,WN,RDU,DEN,4,1
358492,2662.0,1160.0,80.0,WN,MCI,MKE,7,1
358500,1235.0,770.0,280.0,WN,BWI,ABQ,2,1
358502,469.0,965.0,70.0,WN,SJC,ONT,1,1
358503,1533.0,1160.0,75.0,WN,ELP,SAT,3,1
358510,541.0,935.0,165.0,WN,LAS,SEA,2,1
358512,919.0,445.0,125.0,WN,MCO,BWI,1,1
358520,411.0,1195.0,125.0,WN,DEN,AUS,7,1
358522,1846.0,1140.0,150.0,WN,DEN,BNA,4,1
358523,2762.0,575.0,80.0,WN,SJC,SAN,6,1
358524,802.0,960.0,70.0,WN,LAS,PHX,2,1
358528,2573.0,800.0,110.0,WN,PHX,DEN,6,1
358534,143.0,870.0,90.0,WN,PIT,MDW,7,1
358536,660.0,635.0,75.0,WN,LAS,TUS,7,1
358539,2005.0,1105.0,85.0,WN,BNA,JAX,4,1
358543,1155.0,775.0,85.0,WN,MCI,BNA,7,1
358545,518.0,640.0,135.0,WN,SNA,DEN,7,1
358558,779.0,470.0,145.0,WN,STL,MCO,4,1
358566,1656.0,650.0,105.0,WN,PDX,SJC,5,1
358568,260.0,440.0,240.0,WN,SEA,MDW,4,1
